professor,content,class_level,rating,date
Walker White,I loved his lectures and he is very helpful and willing to explain things if you do not understand them. Overall the class is not too hard and fun and definitely worth taking., CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Oct 27th, 2013"
Walker White,"Very good prof, but hard class for non CS or ENG majors. I took it on a whim (for some strange reason). He really does want his students to do well.", CS1110,"QUALITY
4.0
DIFFICULTY
4.0","Jan 4th, 2013"
Walker White,Such an amazing professor. I came in with no programming experience but he made the class really fair and it wasn't anything too difficult. Assignments take a lot of time but he provides a lot of help for those who need it. Class is graded fairly and he actually wants everyone to do well., CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Dec 18th, 2012"
Walker White,"Walker White is a great professor. Although sometimes he might come across as arrogant, he is very passionate about computer science, and very accomodating; He is always willing to take time out of his schedule to meet with students, and cares to see that you actually learn the material. The projects were interesting, but quite challenging.", CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Dec 13th, 2012"
Graeme Bailey,"I really enjoyed class with Prof Bailey. I loved lecture, and enjoyed the somewhat open ended problems, since he graded them fairly according to how open ended they were. I loved the final project, and found him helpful when I chose to wait to talk to him instead of a TA. Was reasonably understanding about asking for extension.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Jun 23rd, 2019"
Graeme Bailey,"Professor Baileys teaching has subpar performance in class as a lecturer, and he is unhelpful during office hours. He is unable to convey the material clearly, and unfortunately he does not teach well.", CS1110,"QUALITY
1.0
DIFFICULTY
5.0","Mar 15th, 2019"
Graeme Bailey,Terrible experience., CS1110,"QUALITY
1.0
DIFFICULTY
5.0","Dec 19th, 2018"
Graeme Bailey,"I took this over summer. Lectures were usuall rambling, especially having to do with calculus and other unrelated math concepts, and the few homeworks that we had were nearly impossible with what he taught in class. One assignment was so hard that he extended it 2 times, but only on the last day after we'd all agonized over it and gotten no TA help", CS1110,"QUALITY
2.0
DIFFICULTY
5.0","Aug 23rd, 2018"
Graeme Bailey,"This guy is really the worst. Literally zero resources available in either class I took with him, he won't even give a syllabus or set up a course website. Loves to hear himself talk and always winds up overcomplicating things in the lecture/assumes people understand things that haven't been taught. ""Open ended"" HW just means there's no guidelines.", CS2110,"QUALITY
1.0
DIFFICULTY
4.0","Jun 30th, 2017"
Graeme Bailey,He teaches the class at a really fast pace., CS1110,"QUALITY
2.0
DIFFICULTY
5.0","Jul 27th, 2016"
Graeme Bailey,"Intro python over the summer was hard with him. I wouldn't say impossible, but expect to earn your grade. homework was hard(our last one was a graphical transportation simulation ). The final was doable, but you really got to understand how to explain the material (open-ended). He explains well enough, though, even when it's tough for intro cs .", CS1110,"QUALITY
3.0
DIFFICULTY
4.0","Sep 21st, 2015"
Graeme Bailey,"TAs were always there to help at night. Professor Bailey was a bit to complicated for the Introductory course I took. He gave one long and (usually) difficult homework assignment every week or week and a half. He's pretty funny and a good guy to talk to, but be prepared to work hard if you want a good grade in his class.", CS1110,"QUALITY
2.5
DIFFICULTY
5.0","Mar 29th, 2015"
Graeme Bailey,"Computing in the Arts was a very interesting class. More than other classes, it is what you make of it. Bailey gives you a lot of room to succeed or fail in projects and papers. His lectures are interesting and engaging, even if it is unclear how his current lecture fits into the overall class, which often happens.", 1640,"QUALITY
3.0
DIFFICULTY
3.0","Jan 16th, 2015"
Graeme Bailey,"Graeme Bailey is an incredible lecturer. Really passionate about the material and very accommodating to any issue you might have. Class if really really difficult for the material covered and requires a lot of time for hw...office hours necessary. If you want an awesome teacher and difficult class, recommend", CS2800,"QUALITY
5.0
DIFFICULTY
4.0","May 2nd, 2014"
Graeme Bailey,"Great professor. Engaging in lectures and very dedicated to making sure every student is learning the material. Homework can occasionally be time consuming, but are also very rewarding and worth the hard work.", CS2800,"QUALITY
5.0
DIFFICULTY
4.0","Mar 18th, 2014"
Graeme Bailey,"I have never met a worse professor in my life. This course taught by him is literally harder than all the courses I have taken at Cornell combined. Not only is he extremely unclear during lecture,his homework is also nothing but a torture to do, if not just to look at. I learnt nothing from him", CS2800,"QUALITY
1.0
DIFFICULTY
5.0","Feb 4th, 2014"
Graeme Bailey,"Extremely interesting professor. I actually enjoyed going to lectures. Assignments are hard and time consuming; however, i liked his style of ""do it yourself"" projects where you start from scratch rather than filling in pre-organized methods/classes.", CS2110,"QUALITY
4.5
DIFFICULTY
4.0","Aug 18th, 2013"
Graeme Bailey,"Prof. Bailey is extremely knowledgeable, not only in his command of the material, but also in how he understands and relates to students. He's very kind and caring. He's a very interesting person who makes everything come to life with his enthusiasm for the material, which is really obvious when he explains things. I highly recommend him as a prof.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","May 19th, 2013"
Graeme Bailey,Here is how the class is structured: 1) you will immediately be thrown into an extremely fast paced introduction of Java and be expected to pump out applications from scratch 2) you will learn important data structures that Bailey makes you implement in your homework 3) you will be rewarded if you work hard. Goodluck the work is worth it in the end, CS2110,"QUALITY
5.0
DIFFICULTY
5.0","Sep 14th, 2012"
Graeme Bailey,He teaches fast and his homework is tough but you will learn how to program and you will be glad to have had him. He taught me more about math then any math teacher I ever had before him. He's always available after class and he even helped me with an essay unrelated to the class., CS1110,"QUALITY
5.0
DIFFICULTY
5.0","Aug 3rd, 2012"
Graeme Bailey,great professor and great class., CS430,"QUALITY
5.0
DIFFICULTY
1.0","Sep 28th, 2011"
Graeme Bailey,"GREAT PROFESSOR, THE CLASS IS NOT SUPER ORGANIZED BUT YOU WILL LEARN A LOT FROM HIM!!!!", CS220,"QUALITY
4.5
DIFFICULTY
3.0","Sep 28th, 2011"
Graeme Bailey,"One of the most fantastic professors I've had. Hilarious, in a Douglas Adams kind of way. Lectures move FAST, assignments are very open-ended. Often felt overwhelmed until I started speaking with him after class and during office hours. One on one, he's incredibly helpful and caring! Be sure to seek him out outside of class!", JAVA1110,"QUALITY
4.5
DIFFICULTY
5.0","Aug 31st, 2011"
Graeme Bailey,"Love this prof! Class is hard, but Bailey makes it worth going - so glad I had the chance to learn from him! :)", CS1110,"QUALITY
4.5
DIFFICULTY
5.0","Aug 1st, 2011"
Graeme Bailey,Bailey is the man., CS2110,"QUALITY
5.0
DIFFICULTY
3.0","Aug 6th, 2010"
Graeme Bailey,"Pretty much what everyone else said. His lectures are pretty clear actually although he goes off topic a lot, no organization. Horrible getting in touch way. Didn't grade prelim 2 until after school ended and final test grades came out. And I SWEAR that the final class grade was based solely on the final test, many classmates agree.", CS2110,"QUALITY
3.0
DIFFICULTY
5.0","Jun 1st, 2010"
Graeme Bailey,"If you do not intend to major in CS or not interested in spending all your time on java, do yourself a favor,please please don't take his class. There's no grading scheme, syllabus in his class. He is very difficult to get a hold of and doesn't respond to email. You will learn the stuff, but not from him.", CS2110,"QUALITY
1.0
DIFFICULTY
5.0","Apr 17th, 2010"
Graeme Bailey,Really good at really learning the material. Homework will take you forever though. So make sure you start on the assignments right away., CS2110,"QUALITY
4.0
DIFFICULTY
5.0","Dec 2nd, 2009"
Graeme Bailey,"Some people will hate his style of 'you program from scratch', but I believe his style of teaching ensures that you don't forget the material. If you're taking CS 2110 for kicks, unrecommended prof. But if you truly want to learn the material, Bailey will teach you and you WILL learn.", CS2110,"QUALITY
3.0
DIFFICULTY
5.0","Oct 16th, 2009"
Graeme Bailey,HES SO HOT!!!!, CS2110,"QUALITY
1.0
DIFFICULTY
5.0","Sep 22nd, 2009"
Graeme Bailey,Genuinely interested in helping students. He is very difficult to get a hold of and horrible about responding to email. Assignments are WAY too much work for a 3 credit class. Still he is an AWESOME prof and great guy., CS2110,"QUALITY
4.5
DIFFICULTY
5.0","Jun 10th, 2009"
Graeme Bailey,"Very entertaining, thoroughly enjoyed his lectures but they require a lot of outside work to understand", CS2110,"QUALITY
4.0
DIFFICULTY
3.0","May 24th, 2009"
Graeme Bailey,"Does not prepare anything substantial for class. 90% of what comes out of his mouth during lecture is useless information. Never updates the class website. The students have no idea what he plans to do(if he even has a plan). Simply put, he is not qualified to teach cs 2110 and brings shame to the cs department.", CS2110,"QUALITY
1.0
DIFFICULTY
1.0","Mar 19th, 2009"
Graeme Bailey,No Comments, HIST112,"QUALITY
2.5
DIFFICULTY
4.0","Jul 11th, 2008"
Graeme Bailey,I love professor Bailey!!!!!, CS100J,"QUALITY
4.0
DIFFICULTY
5.0","May 13th, 2007"
